Real GDP growth (Annual percent change),1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Asia and Pacific,4.5,5.2,4.2,5.5,6.4,5.7,5.4,6.8,7.7,5.4,5.7,4.8,5.5,5.1,5.4,6.4,6.4,4.6,1.4,4.5,5.6,3.7,5,6,6.9,7,7.4,8.1,4.8,3.9,8,6.1,5.6,5.8,5.5,5.6,5.4,5.7,5.3,4.2,-0.8,7.1,4.1,4.9,4.5,4.4,4.3,4.1,4,4
